Block Name,Point ID,alphat,k,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
Airfoil,167,2.23359e-07,0.000107957,1.90395e-07,57.5353,0.996735,0.526028,-0.048901,1,1.13097,0.997169,0.999564,0,0,0,0,22.2112
Airfoil,168,2.24445e-07,0.000105356,1.91306e-07,55.9688,0.996842,0.547959,-0.0456598,0,0.549858,0.997241,0.999599,0,0,0,0,22.2823
Airfoil,169,2.24445e-07,0.000105356,1.91306e-07,55.9688,0.996842,0.547959,-0.0456598,1,1.1412,0.997241,0.999599,0,0,0,0,22.2823
Airfoil,170,2.24906e-07,0.000102519,1.91684e-07,54.2988,0.996963,0.569861,-0.0422303,0,0.571424,0.997322,0.999639,0,0,0,0,22.3123
Airfoil,171,2.24906e-07,0.000102519,1.91684e-07,54.2988,0.996963,0.569861,-0.0422303,1,1.15175,0.997322,0.999639,0,0,0,0,22.3123
Airfoil,172,2.25214e-07,9.9526e-05,1.91927e-07,52.5507,0.997099,0.591737,-0.0386338,0,0.592997,0.997419,0.999678,0,0,0,0,22.3321
Airfoil,173,2.25214e-07,9.9526e-05,1.91927e-07,52.5507,0.997099,0.591737,-0.0386338,1,1.1626,0.997419,0.999678,0,0,0,0,22.3321
Airfoil,174,2.26399e-07,9.67655e-05,1.92919e-07,50.8384,0.997228,0.613593,-0.0349198,0,0.614586,0.997514,0.999712,0,0,0,0,22.4098
Airfoil,175,2.26399e-07,9.67655e-05,1.92919e-07,50.8384,0.997228,0.613593,-0.0349198,1,1.17376,0.997514,0.999712,0,0,0,0,22.4098
Airfoil,176,2.2844e-07,9.43375e-05,1.94643e-07,49.1951,0.997338,0.635427,-0.0310804,0,0.636187,0.997593,0.999743,0,0,0,0,22.544
Airfoil,177,2.2844e-07,9.43375e-05,1.94643e-07,49.1951,0.997338,0.635427,-0.0310804,1,1.18521,0.997593,0.999743,0,0,0,0,22.544
Airfoil,178,2.30314e-07,9.1941e-05,1.96224e-07,47.5495,0.997448,0.657232,-0.0270785,0,0.657789,0.99767,0.999777,0,0,0,0,22.667
Airfoil,179,2.30314e-07,9.1941e-05,1.96224e-07,47.5495,0.997448,0.657232,-0.0270785,1,1.19695,0.99767,0.999777,0,0,0,0,22.667
Airfoil,180,2.31499e-07,8.93354e-05,1.97216e-07,45.8559,0.997575,0.679004,-0.0229041,0,0.679391,0.997759,0.999815,0,0,0,0,22.7447
Airfoil,181,2.31499e-07,8.93354e-05,1.97216e-07,45.8559,0.997575,0.679004,-0.0229041,1,1.20895,0.997759,0.999815,0,0,0,0,22.7447
Airfoil,182,2.32539e-07,8.66239e-05,1.98082e-07,44.1513,0.997711,0.700749,-0.018584,0,0.700995,0.997858,0.999851,0,0,0,0,22.8127
Airfoil,183,2.32539e-07,8.66239e-05,1.98082e-07,44.1513,0.997711,0.700749,-0.018584,1,1.22123,0.997858,0.999851,0,0,0,0,22.8127
Airfoil,184,2.33858e-07,8.39498e-05,1.99187e-07,42.4677,0.997841,0.722466,-0.0141303,0,0.722604,0.997954,0.999886,0,0,0,0,22.8993
Airfoil,185,2.33858e-07,8.39498e-05,1.99187e-07,42.4677,0.997841,0.722466,-0.0141303,1,1.23376,0.997954,0.999886,0,0,0,0,22.8993
Airfoil,186,2.34874e-07,8.12139e-05,2.00034e-07,40.7806,0.997971,0.74415,-0.00951665,0,0.744211,0.998047,0.999923,0,0,0,0,22.9657
Airfoil,187,2.34874e-07,8.12139e-05,2.00034e-07,40.7806,0.997971,0.74415,-0.00951665,1,1.24653,0.998047,0.999923,0,0,0,0,22.9657
Airfoil,188,2.34804e-07,7.82394e-05,1.99953e-07,39.0633,0.998114,0.765796,-0.00473135,0,0.765811,0.99815,0.999963,0,0,0,0,22.9606
Airfoil,189,2.34804e-07,7.82394e-05,1.99953e-07,39.0633,0.998114,0.765796,-0.00473135,1,1.25955,0.99815,0.999963,0,0,0,0,22.9606
Airfoil,190,2.33763e-07,7.50294e-05,1.99045e-07,37.3327,0.998268,0.787408,0.000207888,0,0.787408,0.998263,1,0,0,0,0,22.8916
Airfoil,191,2.33763e-07,7.50294e-05,1.99045e-07,37.3327,0.998268,0.787408,0.000207888,1,1.2728,0.998263,1,0,0,0,0,22.8916
Airfoil,192,2.32629e-07,7.18153e-05,1.98055e-07,35.6463,0.998424,0.808991,0.00527518,0,0.809008,0.99838,1.00004,0,0,0,0,22.8163
Airfoil,193,2.32629e-07,7.18153e-05,1.98055e-07,35.6463,0.998424,0.808991,0.00527518,1,1.28627,0.99838,1.00004,0,0,0,0,22.8163
Airfoil,194,2.31597e-07,6.873e-05,1.97154e-07,34.02,0.998575,0.830547,0.0104532,0,0.830612,0.998493,1.00008,0,0,0,0,22.7479
Airfoil,195,2.31597e-07,6.873e-05,1.97154e-07,34.02,0.998575,0.830547,0.0104532,1,1.29997,0.998493,1.00008,0,0,0,0,22.7479
Airfoil,196,2.29195e-07,6.54886e-05,1.95088e-07,32.3783,0.998725,0.852068,0.0157747,0,0.852214,0.998602,1.00012,0,0,0,0,22.5892
Airfoil,197,2.29195e-07,6.54886e-05,1.95088e-07,32.3783,0.998725,0.852068,0.0157747,1,1.31388,0.998602,1.00012,0,0,0,0,22.5892
Airfoil,198,2.24506e-07,6.18727e-05,1.91075e-07,30.6945,0.998888,0.873545,0.0212707,0,0.873804,0.998723,1.00016,0,0,0,0,22.2799
Airfoil,199,2.24506e-07,6.18727e-05,1.91075e-07,30.6945,0.998888,0.873545,0.0212707,1,1.32798,0.998723,1.00016,0,0,0,0,22.2799
Airfoil,200,2.18007e-07,5.79959e-05,1.8552e-07,29.0067,0.999061,0.894988,0.0268986,0,0.895392,0.998849,1.00021,0,0,0,0,21.8512
Airfoil,201,2.18007e-07,5.79959e-05,1.8552e-07,29.0067,0.999061,0.894988,0.0268986,1,1.34228,0.998849,1.00021,0,0,0,0,21.8512
Airfoil,202,2.11357e-07,5.41779e-05,1.79835e-07,27.3475,0.999235,0.916399,0.0326466,0,0.91698,0.998991,1.00024,0,0,0,0,21.4128
Airfoil,203,2.11357e-07,5.41779e-05,1.79835e-07,27.3475,0.999235,0.916399,0.0326466,1,1.35678,0.998991,1.00024,0,0,0,0,21.4128
Airfoil,204,1.97091e-07,4.93685e-05,1.6768e-07,25.5032,0.999404,0.937755,0.0385959,0,0.938549,0.999091,1.00031,0,0,0,0,20.4714
Airfoil,205,1.97091e-07,4.93685e-05,1.6768e-07,25.5032,0.999404,0.937755,0.0385959,1,1.37145,0.999091,1.00031,0,0,0,0,20.4714
Airfoil,206,2.01222e-07,4.75435e-05,1.71153e-07,24.3742,0.999613,0.959077,0.0446661,0,0.960116,0.999314,1.0003,0,0,0,0,20.7437
Airfoil,207,2.01222e-07,4.75435e-05,1.71153e-07,24.3742,0.999613,0.959077,0.0446661,1,1.3863,0.999314,1.0003,0,0,0,0,20.7437
Airfoil,208,1.54893e-07,3.86725e-05,1.31742e-07,20.9478,0.999658,0.980374,0.050815,0,0.98169,0.999273,1.00038,0,0,0,0,17.618
Airfoil,209,1.54893e-07,3.86725e-05,1.31742e-07,20.9478,0.999658,0.980374,0.050815,1,1.40133,0.999273,1.00038,0,0,0,0,17.618
