Block Name,Point ID,alphat,k,Normals_0,Normals_1,Normals_2,Normals_Magnitude,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude
Airfoil,791,1.57077e-11,1.52024e-06,0.00873952,0.999962,0,1,1.35646e-11,43234.4,0.984108,0.201803,-0.0777444,-1,1.02312,0.984288,1.00015,0,0,0,0
Airfoil,792,1.64579e-11,1.60257e-06,0.00874281,0.999962,0,1,1.42131e-11,42959.6,0.984124,0.203315,-0.0777576,0,0.217677,0.984254,1.00021,0,0,0,0
Airfoil,793,1.64579e-11,1.60257e-06,0.00874281,0.999962,0,1,1.42131e-11,42959.6,0.984124,0.203315,-0.0777576,-1,1.02342,0.984254,1.00021,0,0,0,0
Airfoil,794,1.7039e-11,1.66498e-06,0.00874197,0.999962,0,1,1.47158e-11,42688.8,0.984104,0.204832,-0.0777709,0,0.219099,0.98419,1.00027,0,0,0,0
Airfoil,795,1.7039e-11,1.66498e-06,0.00874197,0.999962,0,1,1.47158e-11,42688.8,0.984104,0.204832,-0.0777709,-1,1.02372,0.98419,1.00027,0,0,0,0
Airfoil,796,1.8306e-11,1.81179e-06,0.00874135,0.999962,0,1,1.58107e-11,42419.2,0.984096,0.206354,-0.0777842,0,0.220528,0.984149,1.00031,0,0,0,0
Airfoil,797,1.8306e-11,1.81179e-06,0.00874135,0.999962,0,1,1.58107e-11,42419.2,0.984096,0.206354,-0.0777842,-1,1.02403,0.984149,1.00031,0,0,0,0
Airfoil,798,1.88909e-11,1.87663e-06,0.00874244,0.999962,0,1,1.63179e-11,42155.8,0.983999,0.207883,-0.0777976,0,0.221963,0.984021,1.00036,0,0,0,0
Airfoil,799,1.88909e-11,1.87663e-06,0.00874244,0.999962,0,1,1.63179e-11,42155.8,0.983999,0.207883,-0.0777976,-1,1.02434,0.984021,1.00036,0,0,0,0
Airfoil,800,2.21096e-11,2.28178e-06,0.0087407,0.999962,0,1,1.90983e-11,41889.9,0.983994,0.209416,-0.077811,0,0.223405,0.984001,1.00039,0,0,0,0
Airfoil,801,2.21096e-11,2.28178e-06,0.0087407,0.999962,0,1,1.90983e-11,41889.9,0.983994,0.209416,-0.077811,-1,1.02465,0.984001,1.00039,0,0,0,0
Airfoil,802,2.28067e-11,2.35283e-06,-0.0100131,0.99995,0,1,1.97059e-11,41736.4,0.983677,0.210954,-0.0778244,0,0.224852,0.983692,1.0004,0,0,0,0
Airfoil,803,2.28067e-11,2.35283e-06,-0.0100131,0.99995,0,1,1.97059e-11,41736.4,0.983677,0.210954,-0.0778244,-1,1.02497,0.983692,1.0004,0,0,0,0
Airfoil,804,1.11311e-10,2.65712e-06,0.173662,-0.984805,0,1,9.51501e-11,3686.5,0.993954,0.0257677,0.0314176,-1,1.00083,0.994361,0.999678,0,0,0,0
Airfoil,805,1.11311e-10,2.65712e-06,0.173662,-0.984805,0,1,9.51501e-11,3686.5,0.993954,0.0257677,0.0314176,0,0.040633,0.994361,0.999678,0,0,0,0
Airfoil,806,1.34827e-10,3.15202e-06,0.173665,-0.984805,0,1,1.15239e-10,3701.85,0.994098,0.0264494,0.0315378,-1,1.00085,0.994483,0.999719,0,0,0,0
Airfoil,807,1.34827e-10,3.15202e-06,0.173665,-0.984805,0,1,1.15239e-10,3701.85,0.994098,0.0264494,0.0315378,0,0.0411608,0.994483,0.999719,0,0,0,0
Airfoil,808,1.49831e-10,3.57428e-06,0.173664,-0.984805,0,1,1.28047e-10,3717.26,0.994235,0.0271351,0.0316588,-1,1.00087,0.994599,0.999756,0,0,0,0
Airfoil,809,1.49831e-10,3.57428e-06,0.173664,-0.984805,0,1,1.28047e-10,3717.26,0.994235,0.0271351,0.0316588,0,0.0416964,0.994599,0.999756,0,0,0,0
Airfoil,810,1.68789e-10,4.14265e-06,0.173664,-0.984805,0,1,1.44232e-10,3732.82,0.994383,0.0278247,0.0317804,-1,1.00089,0.994723,0.999792,0,0,0,0
Airfoil,811,1.68789e-10,4.14265e-06,0.173664,-0.984805,0,1,1.44232e-10,3732.82,0.994383,0.0278247,0.0317804,0,0.0422398,0.994723,0.999792,0,0,0,0
Airfoil,812,1.8195e-10,4.69934e-06,0.173663,-0.984805,0,1,1.55456e-10,3748.42,0.994543,0.0285182,0.0319027,-1,1.00092,0.994858,0.999827,0,0,0,0
Airfoil,813,1.8195e-10,4.69934e-06,0.173663,-0.984805,0,1,1.55456e-10,3748.42,0.994543,0.0285182,0.0319027,0,0.042791,0.994858,0.999827,0,0,0,0
Airfoil,814,1.85533e-10,5.15771e-06,0.173663,-0.984805,0,1,1.58494e-10,3764.01,0.994718,0.0292157,0.0320257,-1,1.00094,0.995008,0.999863,0,0,0,0
Airfoil,815,1.85533e-10,5.15771e-06,0.173663,-0.984805,0,1,1.58494e-10,3764.01,0.994718,0.0292157,0.0320257,0,0.0433498,0.995008,0.999863,0,0,0,0
Airfoil,816,1.78597e-10,5.40458e-06,0.173663,-0.984805,0,1,1.52545e-10,3779.54,0.994902,0.0299172,0.0321494,-1,1.00096,0.995167,0.9999,0,0,0,0
Airfoil,817,1.78597e-10,5.40458e-06,0.173663,-0.984805,0,1,1.52545e-10,3779.54,0.994902,0.0299172,0.0321494,0,0.0439161,0.995167,0.9999,0,0,0,0
Airfoil,818,1.61849e-10,5.40304e-06,0.173662,-0.984805,0,1,1.38218e-10,3795.02,0.995091,0.0306226,0.0322738,-1,1.00099,0.995331,0.999937,0,0,0,0
Airfoil,819,1.61849e-10,5.40304e-06,0.173662,-0.984805,0,1,1.38218e-10,3795.02,0.995091,0.0306226,0.0322738,0,0.0444898,0.995331,0.999937,0,0,0,0
Airfoil,820,1.37119e-10,5.04937e-06,0.169432,-0.985542,0,1,1.1708e-10,3824.18,0.995279,0.0313321,0.0323989,-1,1.00102,0.995496,0.999974,0,0,0,0
Airfoil,821,1.37119e-10,5.04937e-06,0.169432,-0.985542,0,1,1.1708e-10,3824.18,0.995279,0.0313321,0.0323989,0,0.0450709,0.995496,0.999974,0,0,0,0
Airfoil,822,1.15125e-10,4.52781e-06,0.161092,-0.986939,0,1,9.82842e-11,3866.52,0.995458,0.0320465,0.0325185,-1,1.00104,0.995653,1.00001,0,0,0,0
Airfoil,823,1.15125e-10,4.52781e-06,0.161092,-0.986939,0,1,9.82842e-11,3866.52,0.995458,0.0320465,0.0325185,0,0.0456556,0.995653,1.00001,0,0,0,0
Airfoil,824,9.77102e-11,4.17753e-06,0.156979,-0.987602,0,1,8.3404e-11,3894.31,0.995631,0.0327656,0.0326328,-1,1.00107,0.995807,1.00004,0,0,0,0
Airfoil,825,9.77102e-11,4.17753e-06,0.156979,-0.987602,0,1,8.3404e-11,3894.31,0.995631,0.0327656,0.0326328,0,0.0462437,0.995807,1.00004,0,0,0,0
Airfoil,826,7.7923e-11,3.83432e-06,0.156979,-0.987602,0,1,6.6504e-11,3908.08,0.995798,0.0334883,0.0327477,-1,1.0011,0.995959,1.00007,0,0,0,0
Airfoil,827,7.7923e-11,3.83432e-06,0.156979,-0.987602,0,1,6.6504e-11,3908.08,0.995798,0.0334883,0.0327477,0,0.0468388,0.995959,1.00007,0,0,0,0
Airfoil,828,5.79765e-11,3.40235e-06,0.156979,-0.987602,0,1,4.94733e-11,3921.89,0.995957,0.0342146,0.0328632,-1,1.00112,0.996103,1.0001,0,0,0,0
Airfoil,829,5.79765e-11,3.40235e-06,0.156979,-0.987602,0,1,4.94733e-11,3921.89,0.995957,0.0342146,0.0328632,0,0.0474408,0.996103,1.0001,0,0,0,0
Airfoil,830,4.08868e-11,2.99613e-06,0.156977,-0.987602,0,1,3.48854e-11,3935.8,0.996107,0.0349446,0.0329792,-1,1.00115,0.996241,1.00012,0,0,0,0
Airfoil,831,4.08868e-11,2.99613e-06,0.156977,-0.987602,0,1,3.48854e-11,3935.8,0.996107,0.0349446,0.0329792,0,0.0480495,0.996241,1.00012,0,0,0,0
Airfoil,832,2.62369e-11,2.61989e-06,0.156977,-0.987602,0,1,2.23829e-11,3949.83,0.996247,0.0356783,0.0330958,-1,1.00118,0.996373,1.00014,0,0,0,0
Airfoil,833,2.62369e-11,2.61989e-06,0.156977,-0.987602,0,1,2.23829e-11,3949.83,0.996247,0.0356783,0.0330958,0,0.0486649,0.996373,1.00014,0,0,0,0
Airfoil,834,1.4478e-11,2.27762e-06,0.156979,-0.987602,0,1,1.23498e-11,3963.97,0.996377,0.0364156,0.033213,-1,1.00121,0.996496,1.00016,0,0,0,0
Airfoil,835,1.4478e-11,2.27762e-06,0.156979,-0.987602,0,1,1.23498e-11,3963.97,0.996377,0.0364156,0.033213,0,0.0492869,0.996496,1.00016,0,0,0,0
Airfoil,836,5.9885e-12,1.97364e-06,0.15698,-0.987602,0,1,5.10769e-12,3978.23,0.996497,0.0371566,0.0333308,-1,1.00125,0.996612,1.00017,0,0,0,0
Airfoil,837,5.9885e-12,1.97364e-06,0.15698,-0.987602,0,1,5.10769e-12,3978.23,0.996497,0.0371566,0.0333308,0,0.0499154,0.996612,1.00017,0,0,0,0
Airfoil,838,2.41458e-12,1.78677e-06,0.156978,-0.987602,0,1,2.05915e-12,3992.66,0.996608,0.0379012,0.0334491,-1,1.00128,0.996721,1.00017,0,0,0,0
Airfoil,839,2.41458e-12,1.78677e-06,0.156978,-0.987602,0,1,2.05915e-12,3992.66,0.996608,0.0379012,0.0334491,0,0.0505505,0.996721,1.00017,0,0,0,0
Airfoil,840,5.07559e-12,1.80484e-06,0.15751,-0.987517,0,1,4.32788e-12,4005.69,0.996709,0.0386496,0.0335681,-1,1.00131,0.996822,1.00018,0,0,0,0
Airfoil,841,5.07559e-12,1.80484e-06,0.15751,-0.987517,0,1,4.32788e-12,4005.69,0.996709,0.0386496,0.0335681,0,0.0511919,0.996822,1.00018,0,0,0,0
Airfoil,842,1.22802e-11,1.947e-06,0.158552,-0.987351,0,1,1.04702e-11,4017.44,0.996801,0.0394014,0.0336884,-1,1.00134,0.996918,1.00018,0,0,0,0
Airfoil,843,1.22802e-11,1.947e-06,0.158552,-0.987351,0,1,1.04702e-11,4017.44,0.996801,0.0394014,0.0336884,0,0.05184,0.996918,1.00018,0,0,0,0
Airfoil,844,2.15117e-11,2.09216e-06,0.159061,-0.987269,0,1,1.83397e-11,4031.04,0.996885,0.0401566,0.0338101,-1,1.00138,0.997006,1.00018,0,0,0,0
Airfoil,845,2.15117e-11,2.09216e-06,0.159061,-0.987269,0,1,1.83397e-11,4031.04,0.996885,0.0401566,0.0338101,0,0.0524945,0.997006,1.00018,0,0,0,0
Airfoil,846,3.13762e-11,2.22431e-06,0.15906,-0.987269,0,1,2.67475e-11,4046.31,0.99696,0.0409151,0.0339323,-1,1.00141,0.997087,1.00017,0,0,0,0
Airfoil,847,3.13762e-11,2.22431e-06,0.15906,-0.987269,0,1,2.67475e-11,4046.31,0.99696,0.0409151,0.0339323,0,0.0531549,0.997087,1.00017,0,0,0,0
Airfoil,848,4.15924e-11,2.35938e-06,0.159061,-0.987269,0,1,3.5454e-11,4061.68,0.997028,0.041677,0.034055,-1,1.00145,0.997162,1.00017,0,0,0,0
Airfoil,849,4.15924e-11,2.35938e-06,0.159061,-0.987269,0,1,3.5454e-11,4061.68,0.997028,0.041677,0.034055,0,0.0538212,0.997162,1.00017,0,0,0,0
Airfoil,850,5.20055e-11,2.497e-06,0.159062,-0.987269,0,1,4.43273e-11,4077.16,0.997089,0.0424422,0.0341783,-1,1.00148,0.997231,1.00016,0,0,0,0
Airfoil,851,5.20055e-11,2.497e-06,0.159062,-0.987269,0,1,4.43273e-11,4077.16,0.997089,0.0424422,0.0341783,0,0.0544931,0.997231,1.00016,0,0,0,0
Airfoil,852,6.25827e-11,2.63945e-06,0.159062,-0.987269,0,1,5.33394e-11,4092.75,0.997145,0.0432109,0.0343022,-1,1.00152,0.997296,1.00015,0,0,0,0
Airfoil,853,6.25827e-11,2.63945e-06,0.159062,-0.987269,0,1,5.33394e-11,4092.75,0.997145,0.0432109,0.0343022,0,0.0551708,0.997296,1.00015,0,0,0,0
Airfoil,854,7.29411e-11,2.77894e-06,0.159062,-0.987269,0,1,6.21642e-11,4108.44,0.997195,0.0439829,0.0344266,-1,1.00156,0.997356,1.00014,0,0,0,0
Airfoil,855,7.29411e-11,2.77894e-06,0.159062,-0.987269,0,1,6.21642e-11,4108.44,0.997195,0.0439829,0.0344266,0,0.0558541,0.997356,1.00014,0,0,0,0
Airfoil,856,8.3658e-11,2.92921e-06,0.15906,-0.987269,0,1,7.12937e-11,4124.23,0.99724,0.0447583,0.0345515,-1,1.0016,0.997411,1.00012,0,0,0,0
Airfoil,857,8.3658e-11,2.92921e-06,0.15906,-0.987269,0,1,7.12937e-11,4124.23,0.99724,0.0447583,0.0345515,0,0.056543,0.997411,1.00012,0,0,0,0
Airfoil,858,9.31037e-11,3.05843e-06,0.15906,-0.987269,0,1,7.93395e-11,4140.12,0.997279,0.0455372,0.034677,-1,1.00164,0.997461,1.00011,0,0,0,0
Airfoil,859,9.31037e-11,3.05843e-06,0.15906,-0.987269,0,1,7.93395e-11,4140.12,0.997279,0.0455372,0.034677,0,0.0572375,0.997461,1.00011,0,0,0,0
Airfoil,860,1.05429e-10,3.25073e-06,0.158843,-0.987304,0,1,8.98383e-11,4156.71,0.997316,0.0463194,0.034803,-1,1.00168,0.99751,1.00009,0,0,0,0
Airfoil,861,1.05429e-10,3.25073e-06,0.158843,-0.987304,0,1,8.98383e-11,4156.71,0.997316,0.0463194,0.034803,0,0.0579373,0.99751,1.00009,0,0,0,0
Airfoil,862,1.11268e-10,3.225e-06,0.152052,-0.988373,0,1,9.48101e-11,4190.72,0.99734,0.0471051,0.0349292,-1,1.00172,0.997548,1.00007,0,0,0,0
Airfoil,863,1.11268e-10,3.225e-06,0.152052,-0.988373,0,1,9.48101e-11,4190.72,0.99734,0.0471051,0.0349292,0,0.0586425,0.997548,1.00007,0,0,0,0
Airfoil,864,1.03488e-10,2.90685e-06,0.145472,-0.989362,0,1,8.81775e-11,4223.13,0.997368,0.0478957,0.0350455,-1,1.00176,0.997589,1.00005,0,0,0,0
Airfoil,865,1.03488e-10,2.90685e-06,0.145472,-0.989362,0,1,8.81775e-11,4223.13,0.997368,0.0478957,0.0350455,0,0.0593479,0.997589,1.00005,0,0,0,0
Airfoil,866,1.00028e-10,2.77432e-06,0.14547,-0.989363,0,1,8.52246e-11,4237.33,0.99741,0.0486894,0.0351622,-1,1.0018,0.997642,1.00002,0,0,0,0
Airfoil,867,1.00028e-10,2.77432e-06,0.14547,-0.989363,0,1,8.52246e-11,4237.33,0.99741,0.0486894,0.0351622,0,0.0600586,0.997642,1.00002,0,0,0,0
Airfoil,868,1.02921e-10,2.80009e-06,0.14547,-0.989363,0,1,8.76855e-11,4251.71,0.997444,0.0494863,0.0352793,-1,1.00185,0.997688,1,0,0,0,0
Airfoil,869,1.02921e-10,2.80009e-06,0.14547,-0.989363,0,1,8.76855e-11,4251.71,0.997444,0.0494863,0.0352793,0,0.0607744,0.997688,1,0,0,0,0
Airfoil,870,1.05672e-10,2.82977e-06,0.145469,-0.989363,0,1,9.00253e-11,4266.18,0.997478,0.0502863,0.035397,-1,1.00189,0.997732,0.999975,0,0,0,0
Airfoil,871,1.05672e-10,2.82977e-06,0.145469,-0.989363,0,1,9.00253e-11,4266.18,0.997478,0.0502863,0.035397,0,0.0614952,0.997732,0.999975,0,0,0,0
Airfoil,872,1.08716e-10,2.86647e-06,0.145469,-0.989363,0,1,9.26152e-11,4280.73,0.99751,0.0510895,0.0355151,-1,1.00193,0.997773,0.999948,0,0,0,0
Airfoil,873,1.08716e-10,2.86647e-06,0.145469,-0.989363,0,1,9.26152e-11,4280.73,0.99751,0.0510895,0.0355151,0,0.062221,0.997773,0.999948,0,0,0,0
Airfoil,874,1.11986e-10,2.90709e-06,0.145472,-0.989362,0,1,9.53968e-11,4295.36,0.99754,0.0518959,0.0356336,-1,1.00198,0.997811,0.99992,0,0,0,0
Airfoil,875,1.11986e-10,2.90709e-06,0.145472,-0.989362,0,1,9.53968e-11,4295.36,0.99754,0.0518959,0.0356336,0,0.0629519,0.997811,0.99992,0,0,0,0
Airfoil,876,1.15186e-10,2.94667e-06,0.145471,-0.989362,0,1,9.81196e-11,4310.08,0.997568,0.0527054,0.0357527,-1,1.00203,0.997846,0.99989,0,0,0,0
Airfoil,877,1.15186e-10,2.94667e-06,0.145471,-0.989362,0,1,9.81196e-11,4310.08,0.997568,0.0527054,0.0357527,0,0.0636876,0.997846,0.99989,0,0,0,0
Airfoil,878,1.18246e-10,2.98451e-06,0.14547,-0.989363,0,1,1.00723e-10,4324.88,0.997595,0.0535181,0.0358722,-1,1.00207,0.997877,0.999859,0,0,0,0
Airfoil,879,1.18246e-10,2.98451e-06,0.14547,-0.989363,0,1,1.00723e-10,4324.88,0.997595,0.0535181,0.0358722,0,0.0644282,0.997877,0.999859,0,0,0,0
Airfoil,880,1.21184e-10,3.02168e-06,0.14547,-0.989363,0,1,1.03223e-10,4339.77,0.997619,0.054334,0.0359921,-1,1.00212,0.997905,0.999827,0,0,0,0
Airfoil,881,1.21184e-10,3.02168e-06,0.14547,-0.989363,0,1,1.03223e-10,4339.77,0.997619,0.054334,0.0359921,0,0.0651737,0.997905,0.999827,0,0,0,0
Airfoil,882,1.23853e-10,3.05656e-06,0.145522,-0.989355,0,1,1.05493e-10,4354.64,0.997642,0.0551531,0.0361125,-1,1.00217,0.997928,0.999794,0,0,0,0
Airfoil,883,1.23853e-10,3.05656e-06,0.145522,-0.989355,0,1,1.05493e-10,4354.64,0.997642,0.0551531,0.0361125,0,0.065924,0.997928,0.999794,0,0,0,0
Airfoil,884,1.26854e-10,3.10553e-06,0.145897,-0.9893,0,1,1.08047e-10,4368.88,0.997664,0.0559753,0.0362335,-1,1.00222,0.997948,0.999761,0,0,0,0
Airfoil,885,1.26854e-10,3.10553e-06,0.145897,-0.9893,0,1,1.08047e-10,4368.88,0.997664,0.0559753,0.0362335,0,0.0666791,0.997948,0.999761,0,0,0,0
Airfoil,886,1.30501e-10,3.17085e-06,0.146221,-0.989252,0,1,1.11152e-10,4383.41,0.997683,0.0568005,0.0363555,-1,1.00227,0.997963,0.999729,0,0,0,0
Airfoil,887,1.30501e-10,3.17085e-06,0.146221,-0.989252,0,1,1.11152e-10,4383.41,0.997683,0.0568005,0.0363555,0,0.067439,0.997963,0.999729,0,0,0,0
Airfoil,888,1.33908e-10,3.23095e-06,0.146221,-0.989252,0,1,1.14053e-10,4398.83,0.9977,0.0576286,0.0364779,-1,1.00232,0.997973,0.999698,0,0,0,0
Airfoil,889,1.33908e-10,3.23095e-06,0.146221,-0.989252,0,1,1.14053e-10,4398.83,0.9977,0.0576286,0.0364779,0,0.0682033,0.997973,0.999698,0,0,0,0
Airfoil,890,1.3705e-10,3.28872e-06,0.14622,-0.989252,0,1,1.16728e-10,4414.35,0.997716,0.0584597,0.0366007,-1,1.00238,0.997978,0.99967,0,0,0,0
Airfoil,891,1.3705e-10,3.28872e-06,0.14622,-0.989252,0,1,1.16728e-10,4414.35,0.997716,0.0584597,0.0366007,0,0.0689721,0.997978,0.99967,0,0,0,0
Airfoil,892,1.40384e-10,3.35328e-06,0.146219,-0.989252,0,1,1.19568e-10,4430,0.997731,0.0592937,0.036724,-1,1.00243,0.997979,0.999646,0,0,0,0
Airfoil,893,1.40384e-10,3.35328e-06,0.146219,-0.989252,0,1,1.19568e-10,4430,0.997731,0.0592937,0.036724,0,0.0697452,0.997979,0.999646,0,0,0,0
Airfoil,894,1.43841e-10,3.42295e-06,0.146219,-0.989252,0,1,1.22513e-10,4445.77,0.997743,0.0601307,0.0368477,-1,1.00248,0.997974,0.999626,0,0,0,0
Airfoil,895,1.43841e-10,3.42295e-06,0.146219,-0.989252,0,1,1.22513e-10,4445.77,0.997743,0.0601307,0.0368477,0,0.0705227,0.997974,0.999626,0,0,0,0
Airfoil,896,1.47672e-10,3.50328e-06,0.14622,-0.989252,0,1,1.25777e-10,4461.66,0.997755,0.0609707,0.0369719,-1,1.00254,0.997966,0.999611,0,0,0,0
Airfoil,897,1.47672e-10,3.50328e-06,0.14622,-0.989252,0,1,1.25777e-10,4461.66,0.997755,0.0609707,0.0369719,0,0.0713046,0.997966,0.999611,0,0,0,0
Airfoil,898,1.51483e-10,3.58567e-06,0.14622,-0.989252,0,1,1.29025e-10,4477.69,0.997764,0.0618136,0.0370965,-1,1.0026,0.997952,0.999603,0,0,0,0
Airfoil,899,1.51483e-10,3.58567e-06,0.14622,-0.989252,0,1,1.29025e-10,4477.69,0.997764,0.0618136,0.0370965,0,0.0720907,0.997952,0.999603,0,0,0,0
Airfoil,900,1.56469e-10,3.69747e-06,0.146219,-0.989252,0,1,1.33274e-10,4493.85,0.997771,0.0626594,0.0372215,-1,1.00265,0.997935,0.999601,0,0,0,0
Airfoil,901,1.56469e-10,3.69747e-06,0.146219,-0.989252,0,1,1.33274e-10,4493.85,0.997771,0.0626594,0.0372215,0,0.072881,0.997935,0.999601,0,0,0,0
Airfoil,902,1.60376e-10,3.7913e-06,0.146218,-0.989252,0,1,1.36605e-10,4510.15,0.997774,0.0635083,0.037347,-1,1.00271,0.997911,0.999606,0,0,0,0
Airfoil,903,1.60376e-10,3.7913e-06,0.146218,-0.989252,0,1,1.36605e-10,4510.15,0.997774,0.0635083,0.037347,0,0.0736756,0.997911,0.999606,0,0,0,0
Airfoil,904,1.70544e-10,4.03177e-06,0.146221,-0.989252,0,1,1.45269e-10,4526.64,0.997779,0.0643601,0.0374729,-1,1.00277,0.997888,0.999619,0,0,0,0
Airfoil,905,1.70544e-10,4.03177e-06,0.146221,-0.989252,0,1,1.45269e-10,4526.64,0.997779,0.0643601,0.0374729,0,0.0744744,0.997888,0.999619,0,0,0,0
Airfoil,906,1.72213e-10,4.03748e-06,0.137145,-0.990551,0,1,1.46697e-10,4560.4,0.997767,0.0652149,0.0375992,-1,1.00283,0.997848,0.999641,0,0,0,0
Airfoil,907,1.72213e-10,4.03748e-06,0.137145,-0.990551,0,1,1.46697e-10,4560.4,0.997767,0.0652149,0.0375992,0,0.0752773,0.997848,0.999641,0,0,0,0
Airfoil,908,1.49428e-10,3.45058e-06,0.126504,-0.991966,0,1,1.27292e-10,4595.49,0.997765,0.0660747,0.0377102,-1,1.00289,0.997816,0.999675,0,0,0,0
Airfoil,909,1.49428e-10,3.45058e-06,0.126504,-0.991966,0,1,1.27292e-10,4595.49,0.997765,0.0660747,0.0377102,0,0.0760784,0.997816,0.999675,0,0,0,0
Airfoil,910,1.31346e-10,2.98262e-06,0.124952,-0.992163,0,1,1.11889e-10,4611.68,0.997795,0.0669377,0.0378189,-1,1.00295,0.997812,0.999722,0,0,0,0
Airfoil,911,1.31346e-10,2.98262e-06,0.124952,-0.992163,0,1,1.11889e-10,4611.68,0.997795,0.0669377,0.0378189,0,0.0768825,0.997812,0.999722,0,0,0,0
Airfoil,912,1.27136e-10,2.85357e-06,0.124953,-0.992163,0,1,1.08304e-10,4624.88,0.997816,0.0678034,0.037928,-1,1.00301,0.997801,0.999779,0,0,0,0
Airfoil,913,1.27136e-10,2.85357e-06,0.124953,-0.992163,0,1,1.08304e-10,4624.88,0.997816,0.0678034,0.037928,0,0.0776906,0.997801,0.999779,0,0,0,0
Airfoil,914,1.25113e-10,2.79442e-06,0.124952,-0.992163,0,1,1.06581e-10,4638.21,0.997835,0.068672,0.0380373,-1,1.00308,0.997791,0.999847,0,0,0,0
Airfoil,915,1.25113e-10,2.79442e-06,0.124952,-0.992163,0,1,1.06581e-10,4638.21,0.997835,0.068672,0.0380373,0,0.0785027,0.997791,0.999847,0,0,0,0
Airfoil,916,1.23754e-10,2.75607e-06,0.124953,-0.992163,0,1,1.05425e-10,4651.64,0.997854,0.0695433,0.0381471,-1,1.00314,0.997784,0.999925,0,0,0,0
Airfoil,917,1.23754e-10,2.75607e-06,0.124953,-0.992163,0,1,1.05425e-10,4651.64,0.997854,0.0695433,0.0381471,0,0.0793188,0.997784,0.999925,0,0,0,0
Airfoil,918,1.23339e-10,2.74045e-06,0.124953,-0.992163,0,1,1.05071e-10,4665.15,0.997871,0.0704175,0.0382572,-1,1.00321,0.99778,1.00001,0,0,0,0
Airfoil,919,1.23339e-10,2.74045e-06,0.124953,-0.992163,0,1,1.05071e-10,4665.15,0.997871,0.0704175,0.0382572,0,0.0801388,0.99778,1.00001,0,0,0,0
Airfoil,920,1.23366e-10,2.7356e-06,0.124951,-0.992163,0,1,1.05095e-10,4678.73,0.997887,0.0712944,0.0383676,-1,1.00327,0.997781,1.00011,0,0,0,0
Airfoil,921,1.23366e-10,2.7356e-06,0.124951,-0.992163,0,1,1.05095e-10,4678.73,0.997887,0.0712944,0.0383676,0,0.0809627,0.997781,1.00011,0,0,0,0
Airfoil,922,1.23604e-10,2.73553e-06,0.124952,-0.992163,0,1,1.05296e-10,4692.37,0.997901,0.0721741,0.0384784,-1,1.00334,0.997786,1.00021,0,0,0,0
Airfoil,923,1.23604e-10,2.73553e-06,0.124952,-0.992163,0,1,1.05296e-10,4692.37,0.997901,0.0721741,0.0384784,0,0.0817905,0.997786,1.00021,0,0,0,0
Airfoil,924,1.23936e-10,2.73745e-06,0.124952,-0.992163,0,1,1.05578e-10,4706.05,0.997914,0.0730566,0.0385895,-1,1.00341,0.997799,1.00031,0,0,0,0
Airfoil,925,1.23936e-10,2.73745e-06,0.124952,-0.992163,0,1,1.05578e-10,4706.05,0.997914,0.0730566,0.0385895,0,0.0826222,0.997799,1.00031,0,0,0,0
Airfoil,926,1.24295e-10,2.73994e-06,0.12495,-0.992163,0,1,1.05882e-10,4719.76,0.997925,0.0739419,0.038701,-1,1.00348,0.997819,1.00041,0,0,0,0
Airfoil,927,1.24295e-10,2.73994e-06,0.12495,-0.992163,0,1,1.05882e-10,4719.76,0.997925,0.0739419,0.038701,0,0.0834577,0.997819,1.00041,0,0,0,0
Airfoil,928,1.24616e-10,2.74191e-06,0.124999,-0.992157,0,1,1.06152e-10,4733.39,0.997934,0.07483,0.0388129,-1,1.00355,0.997847,1.00051,0,0,0,0
Airfoil,929,1.24616e-10,2.74191e-06,0.124999,-0.992157,0,1,1.06152e-10,4733.39,0.997934,0.07483,0.0388129,0,0.0842969,0.997847,1.00051,0,0,0,0
Airfoil,930,1.25165e-10,2.74999e-06,0.125196,-0.992132,0,1,1.06615e-10,4746.8,0.997943,0.0757209,0.0389252,-1,1.00362,0.997884,1.0006,0,0,0,0
Airfoil,931,1.25165e-10,2.74999e-06,0.125196,-0.992132,0,1,1.06615e-10,4746.8,0.997943,0.0757209,0.0389252,0,0.08514,0.997884,1.0006,0,0,0,0
Airfoil,932,1.26018e-10,2.76544e-06,0.125344,-0.992113,0,1,1.07337e-10,4760.3,0.997949,0.0766144,0.0390381,-1,1.00369,0.99793,1.00068,0,0,0,0
Airfoil,933,1.26018e-10,2.76544e-06,0.125344,-0.992113,0,1,1.07337e-10,4760.3,0.997949,0.0766144,0.0390381,0,0.0859869,0.99793,1.00068,0,0,0,0
Airfoil,934,1.26751e-10,2.77846e-06,0.125344,-0.992113,0,1,1.07956e-10,4774.01,0.997954,0.0775106,0.0391513,-1,1.00376,0.997985,1.00075,0,0,0,0
Airfoil,935,1.26751e-10,2.77846e-06,0.125344,-0.992113,0,1,1.07956e-10,4774.01,0.997954,0.0775106,0.0391513,0,0.0868373,0.997985,1.00075,0,0,0,0
Airfoil,936,1.27378e-10,2.78981e-06,0.125347,-0.992113,0,1,1.08483e-10,4787.65,0.997959,0.0784094,0.0392648,-1,1.00384,0.998048,1.00079,0,0,0,0
